qald_id,sentence_en,pos-tags,noun_count,pos-complex(H/M/E),ner-tags,entity_count,ner-complex(H/M/E),list_type(Y/N),count_type(Y/N),entity-count,sentence_entities_grayed
229,Who is 8th president of US?,"[('Who', 'WP'), ('is', 'VBZ'), ('8th', 'CD'), ('president', 'NN'), ('of', 'IN'), ('US', 'NNP'), ('?', '.')]",3,medium,"[('Who', 'O'), ('is', 'O'), ('8th', 'O'), ('president', 'O'), ('of', 'O'), ('US', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,Who is 8th president of $US$ ?
230,how much is the total population of  european union?,"[('how', 'WRB'), ('much', 'JJ'), ('is', 'VBZ'), ('the', 'DT'), ('total', 'JJ'), ('population', 'NN'), ('of', 'IN'), ('european', 'JJ'), ('union', 'NN'), ('?', '.')]",2,easy,"[('how', 'O'), ('much', 'O'), ('is', 'O'), ('the', 'O'), ('total', 'O'), ('population', 'O'), ('of', 'O'), ('european', 'O'), ('union', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,how much is the total population of european union ?
231,Give me all launch pads operated by NASA.,"[('Give', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('launch', 'JJ'), ('pads', 'NNS'), ('operated', 'VBN'), ('by', 'IN'), ('NASA', 'NNP'), ('.', '.')]",2,easy,"[('Give', 'O'), ('me', 'O'), ('all', 'O'), ('launch', 'O'), ('pads', 'O'), ('operated', 'O'), ('by', 'O'), ('NASA', 'ORGANIZATION'), ('.', 'O')]",tbd,easy,Y,N,1.0,Give me all launch pads operated by $NASA$ .
232,Who developed the video game World of Warcraft?,"[('Who', 'WP'), ('developed', 'VBD'), ('the', 'DT'), ('video', 'NN'), ('game', 'NN'), ('World', 'NNP'), ('of', 'IN'), ('Warcraft', 'NNP'), ('?', '.')]",5,hard,"[('Who', 'O'), ('developed', 'O'), ('the', 'O'), ('video', 'O'), ('game', 'O'), ('World', 'O'), ('of', 'O'), ('Warcraft', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Who developed the video game World of Warcraft ?
233,What is the birth name of Adele?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('birth', 'NN'), ('name', 'NN'), ('of', 'IN'), ('Adele', 'NNP'), ('?', '.')]",4,medium,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('birth', 'O'), ('name', 'O'), ('of', 'O'), ('Adele', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,What is the birth name of $Adele$ ?
234,What is the population of Cairo?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('population', 'NN'), ('of', 'IN'), ('Cairo', 'NNP'), ('?', '.')]",3,medium,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('population', 'O'), ('of', 'O'), ('Cairo', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,What is the population of $Cairo$ ?
235,Is Frank Herbert still alive?,"[('Is', 'VBZ'), ('Frank', 'NNP'), ('Herbert', 'NNP'), ('still', 'RB'), ('alive', 'VB'), ('?', '.')]",2,easy,"[('Is', 'O'), ('Frank', 'PERSON'), ('Herbert', 'PERSON'), ('still', 'O'), ('alive', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Is $Frank$ $Herbert$ still alive ?
236,What is the last work of Dan Brown?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('last', 'JJ'), ('work', 'NN'), ('of', 'IN'), ('Dan', 'NNP'), ('Brown', 'NNP'), ('?', '.')]",4,medium,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('last', 'O'), ('work', 'O'), ('of', 'O'), ('Dan', 'PERSON'), ('Brown', 'PERSON'), ('?', 'O')]",tbd,medium,N,N,2.0,What is the last work of $Dan$ $Brown$ ?
237,Where is Sungkyunkwan University?,"[('Where', 'WRB'), ('is', 'VBZ'), ('Sungkyunkwan', 'NNP'), ('University', 'NNP'), ('?', '.')]",2,easy,"[('Where', 'O'), ('is', 'O'), ('Sungkyunkwan', 'ORGANIZATION'), ('University', 'ORGANIZATION'), ('?', 'O')]",tbd,medium,N,N,2.0,Where is $Sungkyunkwan$ $University$ ?
238,Who is the author of the interpretation of dreams?,"[('Who', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('author', 'NN'), ('of', 'IN'), ('the', 'DT'), ('interpretation', 'NN'), ('of', 'IN'), ('dreams', 'NNS'), ('?', '.')]",4,medium,"[('Who', 'O'), ('is', 'O'), ('the', 'O'), ('author', 'O'), ('of', 'O'), ('the', 'O'), ('interpretation', 'O'), ('of', 'O'), ('dreams', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Who is the author of the interpretation of dreams ?
239,When was the death  of  Shakespeare?,"[('When', 'WRB'), ('was', 'VBD'), ('the', 'DT'), ('death', 'NN'), ('of', 'IN'), ('Shakespeare', 'NNP'), ('?', '.')]",2,easy,"[('When', 'O'), ('was', 'O'), ('the', 'O'), ('death', 'O'), ('of', 'O'), ('Shakespeare', 'PERSON'), ('?', 'O')]",tbd,easy,N,N,1.0,When was the death of $Shakespeare$ ?
241,Who developed Slack?,"[('Who', 'WP'), ('developed', 'VBD'), ('Slack', 'NNP'), ('?', '.')]",2,easy,"[('Who', 'O'), ('developed', 'O'), ('Slack', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Who developed Slack ?
242,Where is the origin of Carolina reaper?,"[('Where', 'WRB'), ('is', 'VBZ'), ('the', 'DT'), ('origin', 'NN'), ('of', 'IN'), ('Carolina', 'NNP'), ('reaper', 'NN'), ('?', '.')]",3,medium,"[('Where', 'O'), ('is', 'O'), ('the', 'O'), ('origin', 'O'), ('of', 'O'), ('Carolina', 'LOCATION'), ('reaper', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,Where is the origin of $Carolina$ reaper ?
243,In which year was Rachel Stevens born?,"[('In', 'IN'), ('which', 'WDT'), ('year', 'NN'), ('was', 'VBD'), ('Rachel', 'NNP'), ('Stevens', 'NNP'), ('born', 'VBN'), ('?', '.')]",3,medium,"[('In', 'O'), ('which', 'O'), ('year', 'O'), ('was', 'O'), ('Rachel', 'PERSON'), ('Stevens', 'PERSON'), ('born', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,In which year was $Rachel$ $Stevens$ born ?
244,How often did Jane Fonda marry?,"[('How', 'WRB'), ('often', 'RB'), ('did', 'VBD'), ('Jane', 'NNP'), ('Fonda', 'NNP'), ('marry', 'NN'), ('?', '.')]",3,medium,"[('How', 'O'), ('often', 'O'), ('did', 'O'), ('Jane', 'PERSON'), ('Fonda', 'PERSON'), ('marry', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,How often did $Jane$ $Fonda$ marry ?
245,Was the wife of president Lincoln called Mary?,"[('Was', 'IN'), ('the', 'DT'), ('wife', 'NN'), ('of', 'IN'), ('president', 'NN'), ('Lincoln', 'NNP'), ('called', 'VBD'), ('Mary', 'NNP'), ('?', '.')]",4,medium,"[('Was', 'O'), ('the', 'O'), ('wife', 'O'), ('of', 'O'), ('president', 'O'), ('Lincoln', 'PERSON'), ('called', 'O'), ('Mary', 'PERSON'), ('?', 'O')]",tbd,medium,N,N,2.0,Was the wife of president $Lincoln$ called $Mary$ ?
246,Which cities does the Weser flow through?,"[('Which', 'JJ'), ('cities', 'NNS'), ('does', 'VBZ'), ('the', 'DT'), ('Weser', 'NNP'), ('flow', 'NN'), ('through', 'IN'), ('?', '.')]",3,medium,"[('Which', 'O'), ('cities', 'O'), ('does', 'O'), ('the', 'O'), ('Weser', 'PERSON'), ('flow', 'O'), ('through', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,Which cities does the $Weser$ flow through ?
247,In which programming language is GIMP written?,"[('In', 'IN'), ('which', 'WDT'), ('programming', 'VBG'), ('language', 'NN'), ('is', 'VBZ'), ('GIMP', 'NNP'), ('written', 'VBN'), ('?', '.')]",2,easy,"[('In', 'O'), ('which', 'O'), ('programming', 'O'), ('language', 'O'), ('is', 'O'), ('GIMP', 'O'), ('written', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,In which programming language is GIMP written ?
248,Which university did Angela Merkel attend?,"[('Which', 'NNP'), ('university', 'NN'), ('did', 'VBD'), ('Angela', 'NNP'), ('Merkel', 'NNP'), ('attend', 'NN'), ('?', '.')]",5,hard,"[('Which', 'O'), ('university', 'O'), ('did', 'O'), ('Angela', 'PERSON'), ('Merkel', 'PERSON'), ('attend', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Which university did $Angela$ $Merkel$ attend ?
249,List all the musicals with music by Elton John.,"[('List', 'NN'), ('all', 'PDT'), ('the', 'DT'), ('musicals', 'NNS'), ('with', 'IN'), ('music', 'NN'), ('by', 'IN'), ('Elton', 'NNP'), ('John', 'NNP'), ('.', '.')]",5,hard,"[('List', 'O'), ('all', 'O'), ('the', 'O'), ('musicals', 'O'), ('with', 'O'), ('music', 'O'), ('by', 'O'), ('Elton', 'PERSON'), ('John', 'PERSON'), ('.', 'O')]",tbd,medium,Y,N,2.0,List all the musicals with music by $Elton$ $John$ .
250,How many Aldi stores are there?,"[('How', 'WRB'), ('many', 'JJ'), ('Aldi', 'NNP'), ('stores', 'NNS'), ('are', 'VBP'), ('there', 'RB'), ('?', '.')]",2,easy,"[('How', 'O'), ('many', 'O'), ('Aldi', 'O'), ('stores', 'O'), ('are', 'O'), ('there', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,How many Aldi stores are there ?
251,What is the longest river in the world?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('longest', 'JJS'), ('river', 'NN'), ('in', 'IN'), ('the', 'DT'), ('world', 'NN'), ('?', '.')]",3,medium,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('longest', 'O'), ('river', 'O'), ('in', 'O'), ('the', 'O'), ('world', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,What is the longest river in the world ?
252,When was John Adams born?,"[('When', 'WRB'), ('was', 'VBD'), ('John', 'NNP'), ('Adams', 'NNP'), ('born', 'VBN'), ('?', '.')]",2,easy,"[('When', 'O'), ('was', 'O'), ('John', 'PERSON'), ('Adams', 'PERSON'), ('born', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,When was $John$ $Adams$ born ?
253,Which companies produce hovercrafts?,"[('Which', 'JJ'), ('companies', 'NNS'), ('produce', 'VBP'), ('hovercrafts', 'NNS'), ('?', '.')]",2,easy,"[('Which', 'O'), ('companies', 'O'), ('produce', 'O'), ('hovercrafts', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Which companies produce hovercrafts ?
254,Who was the wife of U.S. president Lincoln?,"[('Who', 'WP'), ('was', 'VBD'), ('the', 'DT'), ('wife', 'NN'), ('of', 'IN'), ('U.S.', 'NNP'), ('president', 'NN'), ('Lincoln', 'NNP'), ('?', '.')]",5,hard,"[('Who', 'O'), ('was', 'O'), ('the', 'O'), ('wife', 'O'), ('of', 'O'), ('U.S.', 'LOCATION'), ('president', 'O'), ('Lincoln', 'PERSON'), ('?', 'O')]",tbd,medium,N,N,2.0,Who was the wife of $U.S.$ president $Lincoln$ ?
255,Which species does an elephant belong?,"[('Which', 'JJ'), ('species', 'VBZ'), ('does', 'VBZ'), ('an', 'DT'), ('elephant', 'NN'), ('belong', 'NN'), ('?', '.')]",2,easy,"[('Which', 'O'), ('species', 'O'), ('does', 'O'), ('an', 'O'), ('elephant', 'O'), ('belong', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Which species does an elephant belong ?
256,How many people live in the capital of Australia?,"[('How', 'WRB'), ('many', 'JJ'), ('people', 'NNS'), ('live', 'VBP'), ('in', 'IN'), ('the', 'DT'), ('capital', 'NN'), ('of', 'IN'), ('Australia', 'NNP'), ('?', '.')]",3,medium,"[('How', 'O'), ('many', 'O'), ('people', 'O'), ('live', 'O'), ('in', 'O'), ('the', 'O'), ('capital', 'O'), ('of', 'O'), ('Australia', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,How many people live in the capital of $Australia$ ?
257,In which ancient empire could you pay with cocoa beans?,"[('In', 'IN'), ('which', 'WDT'), ('ancient', 'NN'), ('empire', 'NN'), ('could', 'MD'), ('you', 'PRP'), ('pay', 'VB'), ('with', 'IN'), ('cocoa', 'NN'), ('beans', 'NNS'), ('?', '.')]",4,medium,"[('In', 'O'), ('which', 'O'), ('ancient', 'O'), ('empire', 'O'), ('could', 'O'), ('you', 'O'), ('pay', 'O'), ('with', 'O'), ('cocoa', 'O'), ('beans', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,In which ancient empire could you pay with cocoa beans ?
258,How many theories did Albert Einstein come up with?,"[('How', 'WRB'), ('many', 'JJ'), ('theories', 'NNS'), ('did', 'VBD'), ('Albert', 'NNP'), ('Einstein', 'NNP'), ('come', 'VBD'), ('up', 'RP'), ('with', 'IN'), ('?', '.')]",3,medium,"[('How', 'O'), ('many', 'O'), ('theories', 'O'), ('did', 'O'), ('Albert', 'PERSON'), ('Einstein', 'PERSON'), ('come', 'O'), ('up', 'O'), ('with', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,How many theories did $Albert$ $Einstein$ come up with ?
259,Who composed the soundtrack for Cameron's Titanic?,"[('Who', 'WP'), ('composed', 'VBD'), ('the', 'DT'), ('soundtrack', 'NN'), ('for', 'IN'), ('Cameron', 'NNP'), (""'s"", 'POS'), ('Titanic', 'NNP'), ('?', '.')]",4,medium,"[('Who', 'O'), ('composed', 'O'), ('the', 'O'), ('soundtrack', 'O'), ('for', 'O'), ('Cameron', 'PERSON'), (""'s"", 'O'), ('Titanic', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,Who composed the soundtrack for $Cameron$ 's Titanic ?
260,Give me the runtime of Toy Story.,"[('Give', 'VB'), ('me', 'PRP'), ('the', 'DT'), ('runtime', 'NN'), ('of', 'IN'), ('Toy', 'NNP'), ('Story', 'NNP'), ('.', '.')]",3,medium,"[('Give', 'O'), ('me', 'O'), ('the', 'O'), ('runtime', 'O'), ('of', 'O'), ('Toy', 'O'), ('Story', 'O'), ('.', 'O')]",tbd,easy,N,N,0.0,Give me the runtime of Toy Story .
262,With how many countries Iran has borders?,"[('With', 'IN'), ('how', 'WRB'), ('many', 'JJ'), ('countries', 'NNS'), ('Iran', 'NNP'), ('has', 'VBZ'), ('borders', 'NNS'), ('?', '.')]",3,medium,"[('With', 'O'), ('how', 'O'), ('many', 'O'), ('countries', 'O'), ('Iran', 'LOCATION'), ('has', 'O'), ('borders', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,With how many countries $Iran$ has borders ?
263,Which electronics companies were founded in Beijing?,"[('Which', 'JJ'), ('electronics', 'NN'), ('companies', 'NNS'), ('were', 'VBD'), ('founded', 'VBN'), ('in', 'IN'), ('Beijing', 'NNP'), ('?', '.')]",3,medium,"[('Which', 'O'), ('electronics', 'O'), ('companies', 'O'), ('were', 'O'), ('founded', 'O'), ('in', 'O'), ('Beijing', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,Which electronics companies were founded in $Beijing$ ?
264,Who was the successor of John F. Kennedy?,"[('Who', 'WP'), ('was', 'VBD'), ('the', 'DT'), ('successor', 'NN'), ('of', 'IN'), ('John', 'NNP'), ('F.', 'NNP'), ('Kennedy', 'NNP'), ('?', '.')]",5,hard,"[('Who', 'O'), ('was', 'O'), ('the', 'O'), ('successor', 'O'), ('of', 'O'), ('John', 'PERSON'), ('F.', 'PERSON'), ('Kennedy', 'PERSON'), ('?', 'O')]",tbd,medium,N,N,3.0,Who was the successor of $John$ $F.$ $Kennedy$ ?
265,Who is the mayor of Paris?,"[('Who', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('mayor', 'NN'), ('of', 'IN'), ('Paris', 'NNP'), ('?', '.')]",3,medium,"[('Who', 'O'), ('is', 'O'), ('the', 'O'), ('mayor', 'O'), ('of', 'O'), ('Paris', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,Who is the mayor of $Paris$ ?
266,Did Arnold Schwarzenegger attend a university?,"[('Did', 'NNP'), ('Arnold', 'NNP'), ('Schwarzenegger', 'NNP'), ('attend', 'VBP'), ('a', 'DT'), ('university', 'NN'), ('?', '.')]",4,medium,"[('Did', 'O'), ('Arnold', 'PERSON'), ('Schwarzenegger', 'PERSON'), ('attend', 'O'), ('a', 'O'), ('university', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Did $Arnold$ $Schwarzenegger$ attend a university ?
267,Is James Bond married?,"[('Is', 'VBZ'), ('James', 'NNP'), ('Bond', 'NNP'), ('married', 'VBD'), ('?', '.')]",2,easy,"[('Is', 'O'), ('James', 'PERSON'), ('Bond', 'PERSON'), ('married', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Is $James$ $Bond$ married ?
268,Does the Isar flow into a lake?,"[('Does', 'VBZ'), ('the', 'DT'), ('Isar', 'NNP'), ('flow', 'NN'), ('into', 'IN'), ('a', 'DT'), ('lake', 'NN'), ('?', '.')]",3,medium,"[('Does', 'O'), ('the', 'O'), ('Isar', 'LOCATION'), ('flow', 'O'), ('into', 'O'), ('a', 'O'), ('lake', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,Does the $Isar$ flow into a lake ?
269,Which Indian company has the most employees?,"[('Which', 'JJ'), ('Indian', 'JJ'), ('company', 'NN'), ('has', 'VBZ'), ('the', 'DT'), ('most', 'RBS'), ('employees', 'NNS'), ('?', '.')]",2,easy,"[('Which', 'O'), ('Indian', 'O'), ('company', 'O'), ('has', 'O'), ('the', 'O'), ('most', 'O'), ('employees', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Which Indian company has the most employees ?
270,Who was John F. Kennedy's vice president?,"[('Who', 'WP'), ('was', 'VBD'), ('John', 'NNP'), ('F.', 'NNP'), ('Kennedy', 'NNP'), (""'s"", 'POS'), ('vice', 'NN'), ('president', 'NN'), ('?', '.')]",6,hard,"[('Who', 'O'), ('was', 'O'), ('John', 'PERSON'), ('F.', 'PERSON'), ('Kennedy', 'PERSON'), (""'s"", 'O'), ('vice', 'O'), ('president', 'O'), ('?', 'O')]",tbd,medium,N,N,3.0,Who was $John$ $F.$ $Kennedy$ 's vice president ?
271,Which country does the creator of Miffy come from?,"[('Which', 'JJ'), ('country', 'NN'), ('does', 'VBZ'), ('the', 'DT'), ('creator', 'NN'), ('of', 'IN'), ('Miffy', 'NNP'), ('come', 'VBP'), ('from', 'IN'), ('?', '.')]",3,medium,"[('Which', 'O'), ('country', 'O'), ('does', 'O'), ('the', 'O'), ('creator', 'O'), ('of', 'O'), ('Miffy', 'O'), ('come', 'O'), ('from', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Which country does the creator of Miffy come from ?
273,In what city is the Heineken brewery?,"[('In', 'IN'), ('what', 'WP'), ('city', 'NN'), ('is', 'VBZ'), ('the', 'DT'), ('Heineken', 'NNP'), ('brewery', 'NN'), ('?', '.')]",4,medium,"[('In', 'O'), ('what', 'O'), ('city', 'O'), ('is', 'O'), ('the', 'O'), ('Heineken', 'LOCATION'), ('brewery', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,In what city is the $Heineken$ brewery ?
274,Is Barack Obama a democrat?,"[('Is', 'VBZ'), ('Barack', 'NNP'), ('Obama', 'NNP'), ('a', 'DT'), ('democrat', 'NN'), ('?', '.')]",3,medium,"[('Is', 'O'), ('Barack', 'PERSON'), ('Obama', 'PERSON'), ('a', 'O'), ('democrat', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Is $Barack$ $Obama$ a democrat ?
275,List the children of Margaret Thatcher.,"[('List', 'VB'), ('the', 'DT'), ('children', 'NNS'), ('of', 'IN'), ('Margaret', 'NNP'), ('Thatcher', 'NNP'), ('.', '.')]",3,medium,"[('List', 'O'), ('the', 'O'), ('children', 'O'), ('of', 'O'), ('Margaret', 'PERSON'), ('Thatcher', 'PERSON'), ('.', 'O')]",tbd,medium,Y,N,2.0,List the children of $Margaret$ $Thatcher$ .
276,From which region is the Melon de Bourgogne?,"[('From', 'IN'), ('which', 'WDT'), ('region', 'NN'), ('is', 'VBZ'), ('the', 'DT'), ('Melon', 'NNP'), ('de', 'FW'), ('Bourgogne', 'NNP'), ('?', '.')]",3,medium,"[('From', 'O'), ('which', 'O'), ('region', 'O'), ('is', 'O'), ('the', 'O'), ('Melon', 'O'), ('de', 'O'), ('Bourgogne', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,From which region is the Melon de Bourgogne ?
278,how big is the total area of North Rhine- Westphalia?,"[('how', 'WRB'), ('big', 'JJ'), ('is', 'VBZ'), ('the', 'DT'), ('total', 'JJ'), ('area', 'NN'), ('of', 'IN'), ('North', 'NNP'), ('Rhine-', 'NNP'), ('Westphalia', 'NNP'), ('?', '.')]",4,medium,"[('how', 'O'), ('big', 'O'), ('is', 'O'), ('the', 'O'), ('total', 'O'), ('area', 'O'), ('of', 'O'), ('North', 'O'), ('Rhine-', 'O'), ('Westphalia', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,how big is the total area of North Rhine- $Westphalia$ ?
279,Which city has the most inhabitants?,"[('Which', 'NNP'), ('city', 'NN'), ('has', 'VBZ'), ('the', 'DT'), ('most', 'RBS'), ('inhabitants', 'NNS'), ('?', '.')]",3,medium,"[('Which', 'O'), ('city', 'O'), ('has', 'O'), ('the', 'O'), ('most', 'O'), ('inhabitants', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Which city has the most inhabitants ?
280,What is Donald Trump's main business?,"[('What', 'WP'), ('is', 'VBZ'), ('Donald', 'NNP'), ('Trump', 'NNP'), (""'s"", 'POS'), ('main', 'JJ'), ('business', 'NN'), ('?', '.')]",4,medium,"[('What', 'O'), ('is', 'O'), ('Donald', 'PERSON'), ('Trump', 'PERSON'), (""'s"", 'O'), ('main', 'O'), ('business', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,What is $Donald$ $Trump$ 's main business ?
281,When will start the final match of the football world cup 2018?,"[('When', 'WRB'), ('will', 'MD'), ('start', 'VB'), ('the', 'DT'), ('final', 'JJ'), ('match', 'NN'), ('of', 'IN'), ('the', 'DT'), ('football', 'NN'), ('world', 'NN'), ('cup', 'NN'), ('2018', 'CD'), ('?', '.')]",4,medium,"[('When', 'O'), ('will', 'O'), ('start', 'O'), ('the', 'O'), ('final', 'O'), ('match', 'O'), ('of', 'O'), ('the', 'O'), ('football', 'O'), ('world', 'O'), ('cup', 'O'), ('2018', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,When will start the final match of the football world cup 2018 ?
282,Which films did Stanley Kubrick direct?,"[('Which', 'JJ'), ('films', 'NNS'), ('did', 'VBD'), ('Stanley', 'NNP'), ('Kubrick', 'NNP'), ('direct', 'NN'), ('?', '.')]",4,medium,"[('Which', 'O'), ('films', 'O'), ('did', 'O'), ('Stanley', 'PERSON'), ('Kubrick', 'PERSON'), ('direct', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Which films did $Stanley$ $Kubrick$ direct ?
283,how much is the population  Iraq?,"[('how', 'WRB'), ('much', 'JJ'), ('is', 'VBZ'), ('the', 'DT'), ('population', 'NN'), ('Iraq', 'NNP'), ('?', '.')]",2,easy,"[('how', 'O'), ('much', 'O'), ('is', 'O'), ('the', 'O'), ('population', 'O'), ('Iraq', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,how much is the population $Iraq$ ?
284,How many inhabitants does the largest city in Canada have?,"[('How', 'WRB'), ('many', 'JJ'), ('inhabitants', 'NNS'), ('does', 'VBZ'), ('the', 'DT'), ('largest', 'JJS'), ('city', 'NN'), ('in', 'IN'), ('Canada', 'NNP'), ('have', 'VBP'), ('?', '.')]",3,medium,"[('How', 'O'), ('many', 'O'), ('inhabitants', 'O'), ('does', 'O'), ('the', 'O'), ('largest', 'O'), ('city', 'O'), ('in', 'O'), ('Canada', 'LOCATION'), ('have', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,How many inhabitants does the largest city in $Canada$ have ?
285,Who is the mayor of the capital of French Polynesia?,"[('Who', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('mayor', 'NN'), ('of', 'IN'), ('the', 'DT'), ('capital', 'NN'), ('of', 'IN'), ('French', 'JJ'), ('Polynesia', 'NNP'), ('?', '.')]",4,medium,"[('Who', 'O'), ('is', 'O'), ('the', 'O'), ('mayor', 'O'), ('of', 'O'), ('the', 'O'), ('capital', 'O'), ('of', 'O'), ('French', 'LOCATION'), ('Polynesia', 'LOCATION'), ('?', 'O')]",tbd,medium,N,N,2.0,Who is the mayor of the capital of $French$ $Polynesia$ ?
286,Give me all actors starring in movies directed by William Shatner.,"[('Give', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('actors', 'NNS'), ('starring', 'VBG'), ('in', 'IN'), ('movies', 'NNS'), ('directed', 'VBN'), ('by', 'IN'), ('William', 'NNP'), ('Shatner', 'NNP'), ('.', '.')]",4,medium,"[('Give', 'O'), ('me', 'O'), ('all', 'O'), ('actors', 'O'), ('starring', 'O'), ('in', 'O'), ('movies', 'O'), ('directed', 'O'), ('by', 'O'), ('William', 'PERSON'), ('Shatner', 'PERSON'), ('.', 'O')]",tbd,medium,Y,N,2.0,Give me all actors starring in movies directed by $William$ $Shatner$ .
287,How tall is Claudia Schiffer?,"[('How', 'WRB'), ('tall', 'JJ'), ('is', 'VBZ'), ('Claudia', 'NNP'), ('Schiffer', 'NNP'), ('?', '.')]",2,easy,"[('How', 'O'), ('tall', 'O'), ('is', 'O'), ('Claudia', 'PERSON'), ('Schiffer', 'PERSON'), ('?', 'O')]",tbd,medium,N,N,2.0,How tall is $Claudia$ $Schiffer$ ?
288,how much is the population densty rank of germany?,"[('how', 'WRB'), ('much', 'JJ'), ('is', 'VBZ'), ('the', 'DT'), ('population', 'NN'), ('densty', 'JJ'), ('rank', 'NN'), ('of', 'IN'), ('germany', 'NN'), ('?', '.')]",3,medium,"[('how', 'O'), ('much', 'O'), ('is', 'O'), ('the', 'O'), ('population', 'O'), ('densty', 'O'), ('rank', 'O'), ('of', 'O'), ('germany', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,how much is the population densty rank of $germany$ ?
289,What is the highest mountain in Italy?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('highest', 'JJS'), ('mountain', 'NN'), ('in', 'IN'), ('Italy', 'NNP'), ('?', '.')]",3,medium,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('highest', 'O'), ('mountain', 'O'), ('in', 'O'), ('Italy', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,What is the highest mountain in $Italy$ ?
290,List all games by GMT.,"[('List', 'NN'), ('all', 'DT'), ('games', 'NNS'), ('by', 'IN'), ('GMT', 'NNP'), ('.', '.')]",3,medium,"[('List', 'O'), ('all', 'O'), ('games', 'O'), ('by', 'O'), ('GMT', 'O'), ('.', 'O')]",tbd,easy,Y,N,0.0,List all games by GMT .
291,What is the official language of Suriname?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('official', 'JJ'), ('language', 'NN'), ('of', 'IN'), ('Suriname', 'NNP'), ('?', '.')]",3,medium,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('official', 'O'), ('language', 'O'), ('of', 'O'), ('Suriname', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,What is the official language of $Suriname$ ?
